醫事機構代碼,醫事機構名稱,醫事機構電話,醫事機構地址,經度,緯度
5931091972,三峽大昌藥局,(02)26711560,新北市三峽區民生街５６號１樓,121.3752,24.93635
5931091990,欣美大藥局,(02)86712269,新北市三峽區大同路５２號１樓,121.377,24.92864
5931092022,瑞達美藥局,(02)86741627,新北市三峽區民權街１８０號１樓,121.3678,24.92983
5931092040,一大藥局,(02)86766677,新北市三峽區橫溪路２３號１樓,121.3964,24.93584
5931092059,三峽啄木鳥藥局,(02)26744321,新北市三峽區中正路１段１４１號１樓,121.3735,24.92875
5931092068,益銘藥師藥局,(02)26723662,新北市三峽區大德路１８１號１樓,121.3753,24.94573
5931092095,禾雅藥局,(02)26718621,新北市三峽區文化路１３０號（１樓）,121.3709,24.93626
5931092111,立雅藥局,(02)26712601,新北市三峽區文化路８４號（１樓）,121.3719,24.93627
5931092120,進安大藥局,(02)26711125,新北市三峽區民生街１７４號（１樓）,121.3713,24.93493
5931092175,弘宇藥局,(02)26717108,新北市三峽區國際一街５號１樓,121.3746,24.94309
5931092184,福澤清福藥局,(02)77136586,新北市三峽區介壽路１段２８２號１樓,121.3799,24.92895
5931092200,金美藥局,(02)86715859,新北市三峽區大同路２３８號１樓,121.3663,24.92573
5931092219,北大藥局,(02)26738535,新北市三峽區大義路９號１樓,121.3788,24.94372
5931100047,松和大藥局,(02)26203698,新北市淡水區英專路９２號,121.4459,25.17167
5931100074,邱藥局,(02)26214255,新北市淡水區中山路２７號,121.444,25.17006
5931100092,上全藥局,(02)28098022,新北市淡水區民族路３６號,121.4614,25.13622
5931100154,尚運藥局,(02)26225149,新北市淡水區學府路５１巷１弄２０號,121.4473,25.16892
5931100163,昇運藥局,(02)26222083,新北市淡水區中山路１５７－１號,121.4405,25.17287
5931100270,千代田藥局,(02)26223185,新北市淡水區學府路１９號１樓,121.4476,25.1685
5931100305,璉恩藥局,(02)26298454,新北市淡水區北新路１３１、１３３號,121.4739,25.185
5931101464,伯聯藥局,(02)26255847,新北市淡水區清水街９－１０號１樓,121.4444,25.17023
5931101624,北新藥局,(02)26293205,新北市淡水區北新路１８２巷６３號,121.4477,25.17733
5931101633,吉利安健保藥師藥局,(02)26295693,新北市淡水區中山北路１段１００號１樓,121.4426,25.17639
5931101651,天文大藥局,(02)86312050,新北市淡水區新春街１３６號,121.4415,25.18166
5931101704,聖天藥局,(02)26215677,新北市淡水區重建街２１８號,121.4413,25.1748
5931101919,優德仕藥局,(02)26236573,新北市淡水區新市一路３段１０３號,121.4464,25.18314
5931101937,文川藥局,(02)86319033,新北市淡水區中山北路１段９３號１樓,121.4423,25.17631
5931101955,伯宇藥局,(02)26236006,新北市淡水區新春街１０３號－８,121.4401,25.1823
5931101973,良順藥局,(02)26218111,新北市淡水區中山北路１段２４號１樓,121.4417,25.1751
5931102078,躍獅竹圍藥局,(02)28090565,新北市淡水區民生路４６號,121.4617,25.13781
5931102103,四季寶健保藥局,(02)26283199,新北市淡水區新市一路３段１１７－１號（含夾層）,121.4468,25.18314
5931102121,淡海藥師藥局,(02)28052668,新北市淡水區淡海路８５號,121.423,25.18144
5931102176,淡水健康人生藥局,(02)26269679,新北市淡水區清水街９－２號１樓,121.4447,25.17037
5931102229,貝比爾藥局,(02)26261577,新北市淡水區中山北路１段１７１號１樓,121.4435,25.17787
5931102265,佳藥長照藥局,(02)26211321,新北市淡水區學府路７５號１樓,121.4484,25.16998
5931102292,佑全淡水淡金藥局,(02)26228040,新北市淡水區淡金路５５號、５７號１樓,121.4559,25.16127
5931102309,憲立藥局,(02)28092212,新北市淡水區自強路２９５號１樓,121.4619,25.12951
5931102336,淡大郭藥局,(02)26229966,新北市淡水區英專路３２號１樓,121.4456,25.17008
5931102354,天康大藥局,(02)26206523,新北市淡水區學府路４９號１樓,121.4479,25.16929
5931102372,日揚藥局,(02)26242059,新北市淡水區民族路３０巷５號,121.4612,25.13623
5931102407,躍獅淡水長照藥局,(02)26295603,新北市淡水區學府路７７號１樓,121.4484,25.17003
5931102425,日森人文藥局淡海店,(02)26221313,新北市淡水區新市五路３段３８６號１樓,121.4388,25.19728
5931102434,西雅圖聯合藥局,(02)26200910,新北市淡水區新市一路３段１０１巷１６弄２０號１樓,121.4471,25.18403
5931102452,池慶藥局,(02)26238852,新北市淡水區中山北路２段５號１樓,121.4443,25.18344
5931102461,淡水藥局,(02)86313663,新北市淡水區中山路１２７號（１、２樓）,121.4414,25.17107
5931102470,躍獅台北灣藥局,(02)26200173,新北市淡水區新市一路１段３２號１樓,121.4306,25.18672
5931102489,水源藥局,(02)26295233,新北市淡水區水源街１段１３３號１樓,121.447,25.172
5931102505,躍獅沙崙藥局,(02)28055036,新北市淡水區沙崙路１８９號１樓,121.4246,25.18415
5931110034,麒豐藥局,(02)26434737,新北市汐止區樟樹一路１３５巷２號,121.6421,25.0656
5931110258,春德堂藥局,(02)26422048,新北市汐止區新台五路１段２２０號,121.6561,25.06311
5931111586,品康藥局,(02)26954441,新北市汐止區湖前街４７號１樓,121.632,25.07005
5931111737,廣誠藥師藥局,(02)86916091,新北市汐止區建成路２２號１樓,121.6648,25.07268
5931111755,幸福藥局,(02)26490127,新北市汐止區大同路２段３３２號１．２樓,121.6565,25.06694
5931111835,全家藥局,(02)26954990,新北市汐止區明峰街１４３號１樓,121.6297,25.0706
5931111844,福恩藥師大藥局,(02)26940835,新北市汐止區福德二路１７１之１號１樓,121.6307,25.06506
5931111988,滿益藥局,(02)86421562,新北市汐止區仁愛路１３０號,121.6632,25.06397
5931112047,吉安康健保藥師藥局,(02)26405881,新北市汐止區宜興街１１號１樓,121.6213,25.0416
5931112083,裕和藥局,(02)26609119,新北市汐止區宜興街４號１樓,121.6211,25.04126
5931112136,汐芷藥局,(02)26924087,新北市汐止區福德一路２５５號,121.6335,25.06447
5931112145,汐止健康人生藥局,(02)86421820,新北市汐止區忠孝東路２６９號,121.6633,25.06809
5931112234,安泰藥局,(02)26488486,新北市汐止區連興街１１４號１樓,121.6537,25.06284
5931112270,汐心藥局,(02)86932859,新北市汐止區福德一路１５０號,121.6366,25.06687
5931112314,杏光藥局,(02)26411340,新北市汐止區建成路５９巷１９號１樓,121.6617,25.07287
5931112341,躍獅尚揚藥局,(02)86483158,新北市汐止區忠孝東路３９９號１樓,121.6657,25.07096
5931112369,汐止立欣藥局,(02)26464546,新北市汐止區汐萬路二段２４９號１樓,121.6464,25.08835
5931112378,翔云大藥局,(02)26463119,新北市汐止區祥雲街２號ㄧ１、１樓,121.6459,25.0896
5931112510,汐興藥局,(02)26927733,新北市汐止區中興路１１３號１樓、２樓,121.632,25.06494
5931112645,健成藥局,(02)26428989,新北市汐止區新興路２０號１樓,121.6564,25.06456
5931112690,國升藥局,(02)26419459,新北市汐止區建成路５９巷１號１樓,121.6618,25.0732
5931112789,富康東科藥局,(02)26969222,新北市汐止區新台五路１段９６號Ｃ棟１樓Ｃ１５號,121.6483,25.06047
5931112921,明恩藥局,(02)26923877,新北市汐止區明峰街１７９之１號１樓,121.6286,25.06992
5931112958,快樂藥局汐止店,(02)26931390,新北市汐止區福德二路２１５號１樓,121.6279,25.06456
5931112976,永康中西綜合藥局,(02)86915580,新北市汐止區龍安路１７５號１樓,121.6536,25.06303
5931113071,蒲公英藥局,(02)26907770,新北市汐止區連興街１２６號（１樓）,121.6538,25.06188
5931113080,宗齡藥局,(02)26952788,新北市汐止區康寧街４５９巷２２號１樓,121.6313,25.06974
5931113106,穎又安中西藥局,(02)26412348,新北市汐止區樟樹一路１３５巷１３號１樓,121.6416,25.06546
5931113115,躍獅大同藥局,(02)26418399,新北市汐止區新興路７號１樓,121.6565,25.06493
5931113133,祐欣藥局,(02)26950778,新北市汐止區中興路２４０號１樓,121.6296,25.06805
5931113142,林美藥局,(02)26935696,新北市汐止區康寧街４６５號１樓,121.6318,25.06839
5931113160,社后藥局,(02)26956321,新北市汐止區康寧街４２４號１樓,121.6307,25.06801
5931113179,富康活力中興藥局,(02)26950222,新北市汐止區中興路１５６號１樓,121.6324,25.0649
5931113188,汐止藥局,(02)86932587,新北市汐止區福德二路７０號１樓,121.6331,25.06651
5931113197,博昱忠孝藥局,(02)86423838,新北市汐止區忠孝東路２７８號（１樓）,121.6637,25.06809
5931113204,富康活力忠孝藥局,(02)26422666,新北市汐止區忠孝東路２７９號１樓,121.6638,25.06854
5931120049,本平藥局,(02)24972167,新北市瑞芳區瑞芳街４５號,121.8076,25.10913
5931120156,瑞聯藥局,(02)24975852,新北市瑞芳區明燈路３段１１號,121.8086,25.10743
5931121279,大埔藥局,(02)24587020,新北市瑞芳區大埔路１２８－３號１樓,121.762,25.10079
5931121297,瑞芳東亞大藥局,(02)24960179,新北市瑞芳區中正路８４號,121.8055,25.10773
5931121304,揚明藥局,(02)24970925,新北市瑞芳區民族街２號１樓,121.8069,25.1076
5931121386,瑞光藥局,(02)24972070,新北市瑞芳區明燈路３段７０號１樓,121.8066,25.10814
5931121411,長興堂藥局,(02)24972050,新北市瑞芳區明燈路３段６９號１樓,121.8055,25.10824
5931121466,瑞芳藥局,(02)24966588,新北市瑞芳區明燈路３段５９之１及５９之２號,121.8057,25.10812
5931130152,博惠藥局,(02)22618337,新北市土城區中央路１段２４９巷２０號,121.4463,24.98538
5931130205,瑞益藥局,(02)89668598,新北市土城區廣明街６３巷４號,121.4546,24.99356
5931130214,崇愛藥局,(02)22665506,新北市土城區永豐路１７號,121.4626,24.98825
5931130223,久達藥局,(02)22696982,新北市土城區中央路３段４７號,121.4391,24.96977
5931130241,協成藥局,(02)22653212,新北市土城區延吉街３３３號,121.4652,24.98411
5931130349,祥發藥局,(02)22655056,新北市土城區青雲路２５５號,121.4592,24.9809
5931130358,盛安大藥局,(02)22668525,新北市土城區中央路１段２５８號,121.4442,24.98436
5931130483,學安藥師藥局,(02)22610565,新北市土城區學府路１段２１１號１樓,121.4516,24.98447
5931131579,祥安大藥局,(02)22629707,新北市土城區立德路４２－１號,121.4636,24.98727
5931131864,學府實和藥局,(02)22612111,新北市土城區學府路１段１２１號,121.4553,24.98727
5931131882,裕達藥局,(02)22739328,新北市土城區延吉街１７１號,121.4697,24.98577
5931131908,璨鴻藥局,(02)82622588,新北市土城區延和路１９１號,121.4692,24.99035
5931132138,心中外藥局,(02)22603023,新北市土城區中央路２段１５７號,121.4421,24.97649
5931132165,佳佳藥局,(02)82614558,新北市土城區中央路２段２２３－９號２樓,121.4407,24.97319
5931132236,善淳藥師藥局,(02)82627371,新北市土城區福仁街１９號１樓、B１樓,121.4406,24.97626
5931132245,萬昌健保藥局,(02)22678057,新北市土城區中央路４段１６０號,121.417,24.95827
5931132263,立新藥局,(02)82626111,新北市土城區光明街５號１樓,121.4421,24.97475
5931132272,富柏大藥局,(02)82626815,新北市土城區水源街２２號１樓,121.4412,24.97535
5931132307,廣昇健保藥師藥局,(02)22638300,新北市土城區明德路１段５３號,121.4653,24.98476
5931132343,誠安藥局,(02)22677737,新北市土城區中央路４段３６號１樓,121.4207,24.96088
5931132389,凱一藥局,(02)22707679,新北市土城區裕民路９２巷２１弄８號１樓,121.4501,24.98629
5931132405,小倉藥局,(02)22744257,新北市土城區青雲路１９０號１樓,121.4591,24.98221
5931132496,惠蒼藥局,(02)22606812,新北市土城區中央路２段２１６號１樓,121.4419,24.97549
5931132538,宏奇藥局,(02)82619585,新北市土城區延吉街１２６號１樓,121.4695,24.98586
5931132594,元蒼藥局,(02)22733868,新北市土城區學府路１段６９號１樓,121.4571,24.98825
5931132601,吉城大藥局,(02)22626870,新北市土城區學府路１段２０５號１樓,121.4518,24.98459
5931132610,久安藥局,(02)89671097,新北市土城區廣明街７０號１樓,121.455,24.9938
5931132683,家庭藥師連鎖藥局,(02)22633601,新北市土城區裕生路８號１、２樓,121.4483,24.9877
5931132727,順儷藥師藥局,(02)22648655,新北市土城區延和路１６之３號１樓,121.4644,24.98813
5931132736,大眾藥局,(02)22666057,新北市土城區明峰街６巷１號,121.4637,24.98557
5931132781,德隆藥局,(02)22656056,新北市土城區裕民路１５３號１樓,121.4522,24.98595
5931132807,健業藥局,(02)22704798,新北市土城區中央路２段２２３－１０號,121.4407,24.97312
5931132816,大康藥局,(02)22738004,新北市土城區學府路１段７２號２樓,121.4566,24.98829
5931132852,佳霖藥局,(02)22641425,新北市土城區學府路１段１７０號１樓,121.4539,24.98661
5931132950,美康藥妝藥局,(02)22616868,新北市土城區延吉街２５４號１樓,121.4664,24.98465
5931133019,學府松藥局,(02)82628665,新北市土城區學府路一段３８號１、２樓,121.458,24.98854
5931133037,國安健保藥局,(02)22614933,新北市土城區延和路１０９號１樓,121.4678,24.99033
5931133046,大業藥局,(02)22626791,新北市土城區青仁路４１號,121.4599,24.97854
5931133064,城康藥局,(02)22628171,新北市土城區中央路２段２號１、２樓,121.4429,24.98091
5931133108,三豐藥局,(02)22733766,新北市土城區永豐路１３５巷８號,121.4672,24.98333
5931133126,成康藥局,(02)22706596,新北市土城區學府路１段１８８號１樓,121.4532,24.98614
5931133199,陽光活力藥局,(02)22610590,新北市土城區延和路１０３號１樓,121.4675,24.99024
5931133206,樂利藥局,(02)22630092,新北市土城區裕民路７７號１樓,121.4498,24.98751
5931133331,城安大藥局,(02)22646561,新北市土城區金城路３段４０號,121.4656,24.98639
5931133340,大欣藥局,(02)22653208,新北市土城區裕民路２５１號,121.4546,24.98305
5931133395,順儷金城藥局,(02)22621590,新北市土城區金城路３段１４７號１樓,121.4685,24.98831
5931133439,志仁藥局,(02)22737222,新北市土城區學府路１段１０２號１樓,121.4559,24.98791
5931133500,菩提藥局,(02)22624866,新北市土城區延和路１１４號１樓,121.4673,24.98988
5931133519,埔銓藥局,(02)22630230,新北市土城區裕民路１６４號１、２樓,121.4522,24.98569
5931133546,宏林保健藥局,(02)82615919,新北市土城區裕民路１３４號（１樓）,121.4515,24.98622
5931133564,城恩藥局,(02)22735808,新北市土城區學成路３４號１樓,121.4527,24.9873
5931133591,土城人藥局,(02)22705068,新北市土城區中央路２段２１３巷２號１樓,121.4413,24.97392
5931133617,芮櫟頂埔大藥局,(02)22677888,新北市土城區中央路４段３０號１樓,121.4208,24.96094
5931133635,順儷學府藥局,(02)22701979,新北市土城區學府路１段１４４巷２號１樓,121.4549,24.98728
5931133644,貓頭鷹藥妝藥局,(02)22695659,新北市土城區中央路３段８８、９０號１樓,121.4361,24.96702
5931133653,家泰藥局,(02)22749490,新北市土城區青雲路１８１號１、２樓,121.4593,24.98285
5931133662,中央藥局,(02)22630345,新北市土城區中央路２段８４、８６號（１樓）,121.4423,24.97885
5931133671,升立藥局,(02)22605158,新北市土城區明德路２段１９５號１樓,121.4471,24.98333
5931133680,土城金城藥局,(02)22631616,新北市土城區裕民路２８０號１、２樓,121.4554,24.982
5931140096,華信藥局,(02)22898116,新北市蘆洲區民族路１５４號１樓,121.4796,25.08611
5931140121,大政藥局,(02)22811126,新北市蘆洲區中山二路７５號１樓,121.4733,25.0819
5931140130,欣泰藥局,(02)22810177,新北市蘆洲區民族路４０７號,121.469,25.08979
5931140158,全民藥局,(02)22837168,新北市蘆洲區中山一路２０１、２０３號,121.4687,25.07655
5931140229,天士藥局,(02)22818227,新北市蘆洲區中正路３６號,121.4713,25.08237
5931140238,謚安中西藥局,(02)22836375,新北市蘆洲區永平街６號,121.4596,25.09055
5931140318,慧安藥局,(02)28477845,新北市蘆洲區長安街２１４號１樓,121.4585,25.08436
5931140372,上群藥師藥局,(02)22898275,新北市蘆洲區民族路２８７號１樓,121.4755,25.09096
5931141637,華興藥師藥局,(02)22893899,新北市蘆洲區中山一路１８４號１樓,121.4739,25.08104
5931141726,松展多利日式連鎖藥粧藥局,(02)22882586,新北市蘆洲區民族路１６１號,121.4793,25.08817
5931141860,北聯藥局,(02)82866873,新北市蘆洲區民族路４５６號１樓,121.4722,25.09197
5931141904,杏昌藥局,(02)82831985,新北市蘆洲區民族路８６號,121.4778,25.0849
5931141913,隆生藥局,(02)22814653,新北市蘆洲區民族路５２號１樓,121.477,25.08447
5931141959,長榮大藥局,(02)82863837,新北市蘆洲區長榮路５１號,121.4626,25.08307
5931141986,全佑藥局,(02)22833032,新北市蘆洲區三民路１１號１樓,121.4757,25.08217
5931142018,福您安中西藥局,(02)82858322,新北市蘆洲區長安街２４６巷６號１樓,121.458,25.08615
5931142072,達特藥局,(02)82825004,新北市蘆洲區復興路６２號,121.4746,25.08629
5931142241,永恩健康藥局,(02)22880379,新北市蘆洲區民族路４１４號１樓,121.4744,25.09164
5931142296,蓁美健康藥局,(02)22827527,新北市蘆洲區九芎街９０巷２１號,121.4647,25.08116
5931142303,康群生活藥局,(02)82835630,新北市蘆洲區中正路１０５號１樓,121.4698,25.0841
5931142429,世全藥局,(02)22817386,新北市蘆洲區民生街１３３號１樓,121.4725,25.07918
5931142509,萊康連鎖藥局,(02)82867383,新北市蘆洲區中正路１２６號１樓,121.4694,25.08493
5931142572,幸安藥局,(02)82835389,新北市蘆洲區中山二路５３號１樓,121.4739,25.08204
5931142634,華安大藥局,(02)22881168,新北市蘆洲區長安街４８號１樓,121.4633,25.07973
5931142670,陽光幸福藥局,(02)28486566,新北市蘆洲區重陽街８８號１樓,121.4821,25.08454
5931142778,芯聯藥局,(02)82866803,新北市蘆洲區民族路２１０號,121.4798,25.08763
5931142796,乙安藥局,(02)22888277,新北市蘆洲區長安街１７９號１樓,121.4607,25.08158
5931142849,康泉藥師藥局,(02)28476990,新北市蘆洲區集賢路２２２－４號１樓,121.4827,25.08691
5931142858,愛佳健保藥局,(02)22825835,新北市蘆洲區長榮路７５號１樓,121.462,25.08364
5931143051,萊康中華健保藥局,(02)28486787,新北市蘆洲區中華街４５－１號１樓,121.4628,25.08114
5931143104,新信義藥局,(02)22885256,新北市蘆洲區信義路２６０號１樓,121.4783,25.08678
5931143131,杏一蘆洲長安藥局,(02)82854278,新北市蘆洲區長安街１２２號１樓,121.4606,25.08179
5931143202,蘆洲丁丁藥局,(02)82851962,新北市蘆洲區三民路５５９號１樓,121.4624,25.09199
5931143248,原子藥局,(02)82813193,新北市蘆洲區民族路８８號１樓,121.4779,25.08492
5931143257,德康藥局,(02)82851022,新北市蘆洲區長榮路１３２號１樓,121.4616,25.08454
5931143266,中美永結藥局,(02)22887676,新北市蘆洲區長安街１８５號１樓,121.4605,25.08169
5931143275,集賢藥局,(02)22882400,新北市蘆洲區信義路２２２巷６１號１、２樓,121.4813,25.08535
5931143284,宥安藥局,(02)22823556,新北市蘆洲區長榮路３８１號２樓,121.4592,25.08947
5931143300,大樹蘆洲藥局,(02)22810747,新北市蘆洲區民族路２６５號１樓,121.4762,25.09063
5931143319,大樹長榮藥局,(02)28480567,新北市蘆洲區長榮路６１、６１－１號１樓,121.4624,25.0833
5931143328,全家藥粧藥局,(02)22811215,新北市蘆洲區光華路４號１樓,121.4699,25.08364
5931143337,喜得健藥局,(02)22886419,新北市蘆洲區中興街５４號１樓,121.4817,25.0874
5931143355,昭陽藥局,(02)82867077,新北市蘆洲區復興路２３０號１樓,121.4793,25.08936
5931143364,光禾藥局,(02)28480050,新北市蘆洲區民權路１２２號１樓,121.4734,25.08868
5931150065,成泰藥局,(02)22924305,新北市五股區成泰路１段１４３號,121.4354,25.07308
5931150163,德泰藥局,(02)29095927,新北市五股區成泰路１段９號,121.4336,25.06674
5931151277,永任藥局,(02)22911093,新北市五股區水碓路９號１樓,121.4336,25.07236
5931151302,宏安藥局,(02)22915932,新北市五股區成泰路２段１３６號,121.4382,25.08369
5931151437,虹元藥局,(02)22925067,新北市五股區自強路５６號,121.4331,25.07364
5931151473,百成中西藥師藥局,(02)22915531,新北市五股區五福里五福路２０號１樓,121.4343,25.08881
5931151482,源昇藥局,(02)82952027,新北市五股區五股里成泰路２段６１號２樓,121.4379,25.0836
5931151599,闔安藥局,(02)22921143,新北市五股區成德里成泰路３段５７９號１樓,121.4522,25.10267
5931151606,陽光樂活藥局,(02)22928799,新北市五股區成泰路２段１０１－２號１樓,121.4383,25.08436
5931151615,陽光健保藥局,(02)22922400,新北市五股區五福路５４號１樓,121.4335,25.08973
5931151660,祐康藥師藥局,(02)82921335,新北市五股區五福路３６號１樓,121.4339,25.08922
5931151679,東興藥局,(02)82922718,新北市五股區成泰路２段６９號２樓,121.4389,25.08635
5931151697,水碓藥局,(02)82926691,新北市五股區自強路３４號１樓,121.4339,25.07411
5931151713,五股藥局,(02)22951150,新北市五股區成泰路１段２３５之２號（１樓）,121.4363,25.07968
5931160105,泰林中西藥局,(02)22978367,新北市泰山區泰林路２段２０６號,121.4333,25.06144
5931160132,健康藥師藥局,(02)22972121,新北市泰山區明志路２段３２３號,121.4264,25.046
5931160141,日泰藥局,(02)29095989,新北市泰山區泰林路２段２２７號,121.4323,25.06194
5931161282,善耕藥局,(02)29086656,新北市泰山區明志路２段３６２號１樓,121.4256,25.04516
5931161344,北安藥妝藥局,(02)22967199,新北市泰山區明志路２段６１號,121.4292,25.0526
5931161353,台灣藥局,(02)22971969,新北市泰山區明志路１段２８２－２８６號,121.4319,25.06002
5931161433,仁安藥局,(02)29015586,新北市泰山區明志路３段１７４號１樓,121.4242,25.03906
5931161460,紅葉藥局,(02)22960328,新北市泰山區楓江路８號２樓,121.4335,25.06244
5931161513,苗園健保特約藥局,(02)22970736,新北市泰山區仁愛路９２號１樓,121.4331,25.05534
5931161577,立赫輔大藥局,(02)29060306,新北市泰山區貴子路６５號１樓,121.4304,25.03971
5931161602,全成藥局,(02)29093039,新北市泰山區明志路１段８３號１樓,121.4336,25.06434
5931161620,華特藥局,(02)29095662,新北市泰山區明志路１段２６０號１樓,121.4321,25.06052
5931170012,存明藥局,(02)26011618,新北市林口區中山路９１號,121.3898,25.07869
5931170021,士昌藥局,(02)26018863,新北市林口區工六路３６號１樓,121.3982,25.07874
5931170067,宏宇藥局,(02)26031948,新北市林口區中正路２８８號１樓,121.3887,25.07776
5931170129,麗園藥局,(02)26009405,新北市林口區麗園一街６巷１－４號１Ｆ,121.3766,25.07012
5931170165,龍點藥局,(02)26080636,新北市林口區民族路６７號１樓,121.3655,25.07532
5931171242,旺林藥局,(02)26000186,新北市林口區文化二路１段２２８號,121.3697,25.0724
5931171251,喜樂藥師藥局,(02)26005566,新北市林口區麗林里公園路１５號１樓,121.3665,25.06762
5931171313,林口啄木鳥藥局,(02)26027547,新北市林口區仁愛路２段８０號,121.3841,25.07552
5931171340,家欣藥師藥局,(02)26025368,新北市林口區文化二路１段５６７號１樓,121.3748,25.0777
5931171411,康旭藥局,(02)26007808,新北市林口區麗園一街６巷９號１樓－３,121.3751,25.07145
5931171528,長康藥局,(02)26012661,新北市林口區中山路１６６號１樓,121.3902,25.07894
5931171582,綠園藥局,(02)86012258,新北市林口區仁愛路２段１０５號１樓,121.3843,25.07507
5931171644,蛋寶寶藥局,(02)26097371,新北市林口區民有街１５８號１樓,121.3725,25.07595
5931171671,欣穎藥局,(02)26069786,新北市林口區文化二路１段５３５號１樓,121.3843,25.0829
5931171680,一家好藥局,(02)26028270,新北市林口區中山路５００號,121.3794,25.08303
5931171706,榮新藥局,(02)26089789,新北市林口區忠孝路３８３號１樓,121.3695,25.0713
5931171724,林康藥局,(02)26088869,新北市林口區文化二路１段２２２號１樓,121.3695,25.07226
5931171733,長欣藥局,(02)26013171,新北市林口區中山路１８８號１樓之３,121.3894,25.07908
5931171742,唯恩藥局,(02)26005805,新北市林口區麗園一街９巷１號１樓之２,121.3768,25.07139
5931171779,全球忠孝藥局,(02)26092139,新北市林口區忠孝路４９７號１樓,121.3708,25.07028
5931171788,泰臨中西藥局,(02)26087538,新北市林口區忠孝１路５號（１樓）,121.362,25.07287
5931171813,力行藥局,(02)26080711,新北市林口區文化３路１段４２３、４２５號１、２樓,121.3653,25.07438
5931171822,榮昌藥局,(02)26011312,新北市林口區仁愛路１段４１０號１樓,121.3867,25.07683
5931171831,沐霖藥局,(02)26032086,新北市林口區文化三路２段２８６號１樓,121.3775,25.08304
5931171868,林口藥局,(02)26001899,新北市林口區文化三路２段６９號１樓,121.374,25.08006
5931171877,杏一林口仁愛藥局,(02)26016453,新北市林口區仁愛路２段９１號１樓,121.3846,25.07532
5931171886,林口辰安藥局,(02)26099151,新北市林口區文化三路１段１９１巷５號１樓,121.3619,25.07016
5931171895,奇異果三井藥局,(02)26068650,新北市林口區文化三路１段２４１號１樓,121.3632,25.07147
5931181104,介新大藥局,(02)26648149,新北市深坑區文化街９４號,121.6172,25.002
5931181159,信東深坑北深藥局,(02)77092976,新北市深坑區北深路３段１０３號１樓,121.6056,25.00171
5931181195,健康小站藥局,(02)26629568,新北市深坑區埔新里北深路２段７５號,121.6184,25.00373
5931181239,怡恩藥局,(02)26620285,新北市深坑區埔新街４１號,121.6209,25.00282
5931181257,福康藥粧藥局,(02)26646529,新北市深坑區北深路３段１７５號１樓,121.6017,25.00351
5931190514,碇康藥局,(02)26634229,新北市石碇區潭邊里石崁２４－１號,121.658,24.99424
5931211045,三芝藥師藥局,(02)86353982,新北市三芝區中正路１段４３號１樓,121.5032,25.25816
5931231127,杏家藥局,(02)26105369,新北市八里區中華路２段２５６號１樓,121.4053,25.14971
5931231181,八里藥師藥局,(02)26101212,新北市八里區中山路２段２２６號１樓,121.4052,25.15151
5931231190,龍米藥師藥局,(02)26185812,新北市八里區龍形一街５號１樓,121.4506,25.13045
5931231207,大愛嘉安藥局,(02)26107790,新北市八里區中山路２段４２２號１樓,121.3999,25.1476
5931231225,小蘋果藥局,(02)26108206,新北市八里區中山路１段２２９號,121.411,25.1576
5931231314,天康八里藥局,(02)26101569,新北市八里區中山路２段３６７號１樓,121.3988,25.14701
5931231323,佑全八里中山藥局,(02)86301613,新北市八里區中山路２段２７８號、２８０號１樓,121.405,25.15099
5931250015,松南藥局,(02)24931085,新北市雙溪區中華路２９號,121.8658,25.03728
5931250042,信芳藥局,(02)24931301,新北市雙溪區中華路５０號,121.866,25.03761
5931270026,仁又堂藥局,(02)24982468,新北市金山區信義路１７號,121.6373,25.22091
5931270044,金宏仁藥局,(02)24982402,新北市金山區中山路１９０巷２號,121.6382,25.22174
5931271103,躍獅五福藥局,(02)24081608,新北市金山區中山路９９號１樓,121.6399,25.21925
5931280013,萬里藥局,(02)24922235,新北市萬里區瑪鍊路９０號,121.6837,25.18504
5931281074,北海岸藥局,(02)24922022,新北市萬里區瑪鍊路９８號,121.6906,25.17868
5931281083,焦藥局,(02)24923188,新北市萬里區港東新邨６號１樓,121.6569,25.20989
5932010019,家佳藥局,(03)3175618,桃園市桃園區瑞慶里莊一街８０號,121.2937,25.02199
5932010202,安琪兒藥局,(03)3016965,桃園市桃園區莊敬路二段７６號１樓,121.2934,25.02282
5932010328,七加恩聯合藥局,(03)3029302,桃園市桃園區中埔二街１２３號１樓,121.2959,25.01191
5932010337,明欣藥局,(03)3165639,桃園市桃園區南平路２０６之３號,121.3013,25.01948
5932010560,均康藥局,(03)2170172,桃園市桃園區中聖里國鼎一街２７號１樓之４,121.2875,24.98726
5932010631,新華興清溪藥局,(03)3330011,桃園市桃園區東門里中山東路１０號１樓,121.3136,24.99548
5932010659,宏偉藥師藥局,(03)3698551,桃園市桃園區上海路５５號,121.2831,24.98969
5932010784,維美藥局,(03)3359033,桃園市桃園區成功路二段８７號１樓,121.3171,24.99431
5932010908,大愛藥師藥局,(03)3376771,桃園市桃園區中正路４３５號,121.307,25.00095
5932010917,幸運草健保藥局,(03)3379977,桃園市桃園區縣府路２８０號,121.2994,24.99316
5932011058,富仕康藥局,(03)3391318,桃園市桃園區中華路１１８號地下１樓,121.3082,24.99023
5932011147,維格藥局,(03)3016639,桃園市桃園區大興西路二段１２９號,121.2974,25.01048
5932011316,大興藥局,(03)3266868,桃園市桃園區大德一街９６號,121.3133,25.01579
